post_id,time_of_day,day_of_week,full_datelikes_count
664610,day,wednesday,2020-12-30 13:50:52,297
663920,evening,tuesday,2020-12-29 18:28:34,287
663875,day,tuesday,2020-12-29 17:13:17,593
663846,day,tuesday,2020-12-29 16:12:26,122
663817,day,tuesday,2020-12-29 15:07:34,396
663672,day,tuesday,2020-12-29 12:33:29,542
663275,day,monday,2020-12-28 17:52:38,777
663199,day,monday,2020-12-28 16:56:26,426
663150,day,monday,2020-12-28 15:42:15,406
662741,day,sunday,2020-12-27 16:14:58,272
662635,day,sunday,2020-12-27 14:52:58,460
662582,day,sunday,2020-12-27 14:06:14,210
662151,day,saturday,2020-12-26 16:17:49,345
662090,day,saturday,2020-12-26 14:24:38,313
661735,evening,friday,2020-12-25 20:38:02,725
661618,evening,friday,2020-12-25 18:00:15,341
661315,day,friday,2020-12-25 12:57:45,472
660758,day,thursday,2020-12-24 17:18:13,234
660642,day,thursday,2020-12-24 15:48:54,505
660579,day,thursday,2020-12-24 14:37:11,236
660488,day,thursday,2020-12-24 12:27:17,390
660081,day,wednesday,2020-12-23 15:53:01,572
659730,evening,tuesday,2020-12-22 18:54:32,151
659405,morning,tuesday,2020-12-22 09:42:31,531
659224,evening,monday,2020-12-21 21:02:59,649
659098,day,monday,2020-12-21 15:50:39,279
658494,day,sunday,2020-12-20 14:53:49,265
658421,day,sunday,2020-12-20 13:26:06,219
658067,day,saturday,2020-12-19 17:37:45,716
657412,evening,friday,2020-12-18 18:10:07,413
656773,evening,thursday,2020-12-17 19:03:40,358
656573,day,thursday,2020-12-17 16:03:46,375
655777,day,wednesday,2020-12-16 17:24:52,186
655105,day,tuesday,2020-12-15 16:20:01,456
654836,morning,tuesday,2020-12-15 09:29:41,247
654391,evening,monday,2020-12-14 20:18:19,451
654260,evening,monday,2020-12-14 18:06:51,396
654106,day,monday,2020-12-14 16:48:54,682
653125,evening,saturday,2020-12-12 19:08:48,940
652341,evening,friday,2020-12-11 18:59:52,685
652181,day,friday,2020-12-11 17:24:56,454
652093,day,friday,2020-12-11 16:44:58,361
652037,day,friday,2020-12-11 16:00:01,275
651249,day,wednesday,2020-12-09 16:22:33,250
650673,day,tuesday,2020-12-08 15:20:56,432
650222,day,monday,2020-12-07 17:57:35,475
649579,day,sunday,2020-12-06 15:21:36,352
649292,morning,sunday,2020-12-06 11:30:31,282
648975,day,saturday,2020-12-05 17:34:30,562
648876,day,saturday,2020-12-05 13:23:30,530
648481,day,friday,2020-12-04 17:07:30,449
648338,day,friday,2020-12-04 14:58:39,278
648154,day,friday,2020-12-04 12:33:00,192
648139,day,friday,2020-12-04 12:06:49,459
647711,evening,thursday,2020-12-03 18:56:46,540
647387,day,thursday,2020-12-03 13:27:23,292
647103,day,wednesday,2020-12-02 17:43:27,395
646679,day,tuesday,2020-12-01 16:48:00,707
646597,day,tuesday,2020-12-01 15:19:05,376
646187,day,monday,2020-11-30 15:43:07,546
645676,day,sunday,2020-11-29 12:14:56,328
645638,morning,sunday,2020-11-29 11:07:32,757
645037,day,saturday,2020-11-28 15:41:49,383
644413,evening,friday,2020-11-27 18:30:48,397
644200,day,friday,2020-11-27 15:40:37,630
644049,day,friday,2020-11-27 13:46:00,277
643949,morning,friday,2020-11-27 11:16:20,147
642950,morning,thursday,2020-11-26 09:12:18,266
642446,day,wednesday,2020-11-25 15:20:40,408
642389,day,wednesday,2020-11-25 13:25:48,559
642053,evening,tuesday,2020-11-24 20:06:00,474
641308,day,monday,2020-11-23 13:23:00,509
641252,day,monday,2020-11-23 12:38:44,522
640610,day,sunday,2020-11-22 16:02:57,187
640489,day,sunday,2020-11-22 14:08:31,231
640311,day,sunday,2020-11-22 12:26:37,287
639864,evening,saturday,2020-11-21 20:07:54,550
638961,day,friday,2020-11-20 15:31:39,439
638630,morning,friday,2020-11-20 10:27:42,409
638186,day,thursday,2020-11-19 17:27:53,272
637928,day,thursday,2020-11-19 13:32:58,107
637843,day,thursday,2020-11-19 12:06:52,131
636590,morning,wednesday,2020-11-18 11:49:31,297
635920,evening,tuesday,2020-11-17 18:09:06,904
635517,day,tuesday,2020-11-17 12:21:27,252
635477,morning,tuesday,2020-11-17 11:26:56,227
634404,day,sunday,2020-11-15 13:34:00,378
633634,morning,saturday,2020-11-14 11:01:11,1839
633264,evening,friday,2020-11-13 21:15:43,251
633153,evening,friday,2020-11-13 19:59:02,326
633088,evening,friday,2020-11-13 19:07:11,856
632362,evening,thursday,2020-11-12 22:25:52,473
632304,evening,thursday,2020-11-12 21:48:36,486
630259,day,tuesday,2020-11-10 14:54:59,491
630224,day,tuesday,2020-11-10 14:38:02,289
629997,evening,monday,2020-11-09 20:59:22,447
629568,evening,sunday,2020-11-08 18:01:29,441
629336,morning,sunday,2020-11-08 10:51:39,406
629178,day,saturday,2020-11-07 17:33:08,387
629095,day,saturday,2020-11-07 14:16:51,747
628758,evening,friday,2020-11-06 18:28:49,604
628104,day,thursday,2020-11-05 17:48:42,538
627671,morning,thursday,2020-11-05 10:21:21,326
627329,day,wednesday,2020-11-04 16:55:26,756
627143,day,wednesday,2020-11-04 12:55:12,972
626695,day,tuesday,2020-11-03 16:21:00,265
626668,day,tuesday,2020-11-03 15:49:22,209
626609,day,tuesday,2020-11-03 15:06:15,631
626127,day,monday,2020-11-02 13:38:35,477
625534,day,friday,2020-10-30 16:31:00,308
625427,day,friday,2020-10-30 14:32:06,310
624982,day,thursday,2020-10-29 17:43:53,795
624416,evening,wednesday,2020-10-28 19:21:19,160
624258,day,wednesday,2020-10-28 17:54:52,169
624016,day,wednesday,2020-10-28 15:53:48,324
623606,evening,tuesday,2020-10-27 20:31:13,393
623511,evening,tuesday,2020-10-27 19:11:07,196
622824,day,monday,2020-10-26 17:45:08,192
622638,day,monday,2020-10-26 14:51:12,589
622177,day,sunday,2020-10-25 14:56:29,247
621993,morning,sunday,2020-10-25 10:08:00,293
621629,day,saturday,2020-10-24 14:37:59,312
621217,evening,friday,2020-10-23 18:03:25,185
621188,day,friday,2020-10-23 17:35:35,162
621131,day,friday,2020-10-23 16:04:48,547
621005,day,friday,2020-10-23 14:34:52,454
620440,day,thursday,2020-10-22 13:59:45,226
619789,day,wednesday,2020-10-21 17:09:46,557
619710,day,wednesday,2020-10-21 15:45:13,450
619104,day,tuesday,2020-10-20 16:21:05,505
618380,day,monday,2020-10-19 16:49:23,388
618086,day,monday,2020-10-19 13:49:46,490
617351,evening,saturday,2020-10-17 21:47:53,276
616783,day,friday,2020-10-16 15:37:20,622
616227,evening,thursday,2020-10-15 18:01:53,128
615756,day,thursday,2020-10-15 13:06:18,223
615664,morning,thursday,2020-10-15 11:45:14,263
615227,evening,wednesday,2020-10-14 19:57:27,687
614506,morning,wednesday,2020-10-14 09:38:06,513
613986,day,tuesday,2020-10-13 16:14:31,766
613910,day,tuesday,2020-10-13 13:46:18,170
613585,evening,monday,2020-10-12 19:18:38,641
613072,day,sunday,2020-10-11 15:05:16,571
612974,morning,sunday,2020-10-11 11:49:23,282
612618,evening,saturday,2020-10-10 18:39:16,372
612359,day,saturday,2020-10-10 13:25:07,330
611594,evening,friday,2020-10-09 18:55:35,253
611354,day,friday,2020-10-09 16:16:00,750
610494,day,thursday,2020-10-08 15:45:24,1023
610246,morning,thursday,2020-10-08 09:50:44,1159
609923,evening,wednesday,2020-10-07 19:35:01,387
609445,morning,wednesday,2020-10-07 10:32:00,171
608471,day,tuesday,2020-10-06 13:07:46,375
607959,day,monday,2020-10-05 17:16:51,306
607888,day,monday,2020-10-05 15:31:14,562
607734,day,monday,2020-10-05 14:14:20,386
607241,morning,sunday,2020-10-04 08:50:06,284
606886,day,saturday,2020-10-03 12:09:24,201
606753,morning,saturday,2020-10-03 09:20:16,268
606184,day,friday,2020-10-02 13:41:05,286
606180,day,friday,2020-10-02 13:38:04,228
606151,day,friday,2020-10-02 12:27:17,48
605649,day,thursday,2020-10-01 15:52:27,364
605573,day,thursday,2020-10-01 14:54:15,254
605144,day,wednesday,2020-09-30 16:40:17,489
605099,day,wednesday,2020-09-30 15:40:58,196
604649,evening,tuesday,2020-09-29 18:49:13,184
604522,day,tuesday,2020-09-29 16:27:04,405
604085,morning,tuesday,2020-09-29 09:23:37,485
603297,morning,sunday,2020-09-27 11:30:02,533
603172,morning,sunday,2020-09-27 09:07:35,258
602493,morning,saturday,2020-09-26 09:17:17,227
601958,day,friday,2020-09-25 15:17:03,280
601633,morning,friday,2020-09-25 10:28:56,305
601408,evening,thursday,2020-09-24 22:15:34,355
601262,day,thursday,2020-09-24 15:21:15,347
601167,morning,thursday,2020-09-24 11:04:03,500
600899,day,wednesday,2020-09-23 13:27:37,355
600796,morning,wednesday,2020-09-23 11:51:40,351
600754,morning,wednesday,2020-09-23 10:48:27,288
600548,day,tuesday,2020-09-22 16:18:56,437
600193,day,monday,2020-09-21 17:15:15,461
600146,day,monday,2020-09-21 15:03:12,413
600086,day,monday,2020-09-21 12:00:14,126
599889,day,sunday,2020-09-20 15:52:00,630
599832,day,sunday,2020-09-20 13:29:17,407
599637,day,saturday,2020-09-19 17:06:50,423
599280,day,friday,2020-09-18 17:51:47,672
599192,day,friday,2020-09-18 15:06:54,347
599095,day,friday,2020-09-18 13:02:00,272
598800,day,thursday,2020-09-17 15:38:01,532
598689,morning,thursday,2020-09-17 10:12:09,177
598455,evening,wednesday,2020-09-16 18:30:19,445
598418,day,wednesday,2020-09-16 17:20:00,229
598371,day,wednesday,2020-09-16 15:47:11,529
598180,evening,tuesday,2020-09-15 22:56:09,689
598008,day,tuesday,2020-09-15 12:00:14,251
597825,evening,monday,2020-09-14 19:21:00,156
597783,day,monday,2020-09-14 17:43:51,341
597378,day,saturday,2020-09-12 16:24:12,392
597329,day,saturday,2020-09-12 14:42:36,466
597258,morning,saturday,2020-09-12 11:18:57,482
597081,evening,friday,2020-09-11 18:12:01,315
596867,morning,friday,2020-09-11 10:16:00,142
596720,evening,thursday,2020-09-10 19:42:33,474
596636,day,thursday,2020-09-10 14:31:43,337
596423,evening,wednesday,2020-09-09 19:40:21,286
596271,day,wednesday,2020-09-09 14:43:51,572
596200,day,wednesday,2020-09-09 12:00:19,152
596163,morning,wednesday,2020-09-09 10:39:36,179
596018,evening,tuesday,2020-09-08 21:11:46,352
596006,evening,tuesday,2020-09-08 20:31:22,551
595748,day,monday,2020-09-07 15:38:26,185
595662,day,monday,2020-09-07 12:50:55,169
595439,evening,sunday,2020-09-06 18:16:45,267
595359,day,sunday,2020-09-06 16:07:36,438
595244,day,sunday,2020-09-06 12:46:52,584
594753,day,saturday,2020-09-05 13:42:53,1213
594711,day,saturday,2020-09-05 12:45:32,678
594622,morning,saturday,2020-09-05 09:34:13,442
594603,morning,saturday,2020-09-05 09:09:06,1051
594466,evening,friday,2020-09-04 20:30:37,1011
594222,day,thursday,2020-09-03 17:32:51,477
594006,evening,wednesday,2020-09-02 18:52:41,302
593987,day,wednesday,2020-09-02 17:59:39,419
593962,day,wednesday,2020-09-02 16:33:59,356
593738,evening,tuesday,2020-09-01 19:51:47,151
593717,evening,tuesday,2020-09-01 18:40:38,430
593666,day,tuesday,2020-09-01 15:09:50,366
593374,evening,monday,2020-08-31 21:39:00,747
593303,day,monday,2020-08-31 16:34:16,382
592977,evening,sunday,2020-08-30 18:20:43,509
592881,day,sunday,2020-08-30 15:23:21,420
592854,day,sunday,2020-08-30 14:37:38,687
592767,morning,sunday,2020-08-30 10:17:23,442
592640,day,saturday,2020-08-29 15:20:24,307
592435,evening,friday,2020-08-28 20:51:00,521
592424,evening,friday,2020-08-28 20:05:36,236
592153,evening,thursday,2020-08-27 22:41:37,345
592082,evening,thursday,2020-08-27 18:32:07,380
591639,evening,wednesday,2020-08-26 20:52:41,473
591607,evening,wednesday,2020-08-26 19:53:33,412
591586,evening,wednesday,2020-08-26 18:39:00,362
591036,evening,monday,2020-08-24 19:06:45,491
591020,evening,monday,2020-08-24 18:26:44,402
590912,morning,monday,2020-08-24 10:12:21,162
590773,day,sunday,2020-08-23 14:02:02,422
590711,day,sunday,2020-08-23 12:35:25,534
590534,day,saturday,2020-08-22 17:46:27,670
590499,day,saturday,2020-08-22 15:19:09,763
590470,day,saturday,2020-08-22 13:40:58,399
590314,day,friday,2020-08-21 13:16:50,217
590190,evening,thursday,2020-08-20 20:39:30,207
590147,evening,thursday,2020-08-20 18:44:37,482
590140,evening,thursday,2020-08-20 18:03:12,490
590054,morning,thursday,2020-08-20 10:32:00,442
589754,evening,tuesday,2020-08-18 18:08:00,360
589590,day,monday,2020-08-17 17:17:18,609
589472,morning,monday,2020-08-17 11:22:54,293
589260,day,sunday,2020-08-16 13:55:46,322
589248,day,sunday,2020-08-16 13:16:25,345
589036,day,saturday,2020-08-15 17:39:00,397
588849,evening,friday,2020-08-14 18:48:46,250
588658,day,thursday,2020-08-13 17:01:45,483
588576,morning,thursday,2020-08-13 10:48:37,310
588491,evening,wednesday,2020-08-12 18:15:54,387
588422,day,wednesday,2020-08-12 14:56:00,483
588359,morning,wednesday,2020-08-12 11:36:35,497
588237,evening,tuesday,2020-08-11 21:26:34,182
588226,evening,tuesday,2020-08-11 20:55:55,378
587984,evening,monday,2020-08-10 20:27:20,196
587691,day,sunday,2020-08-09 17:31:43,304
587656,day,sunday,2020-08-09 15:11:00,389
587582,morning,sunday,2020-08-09 11:31:20,450
587345,day,saturday,2020-08-08 17:26:43,503
587177,day,saturday,2020-08-08 14:11:11,544
587115,morning,saturday,2020-08-08 10:38:58,285
586986,day,friday,2020-08-07 17:20:26,317
586877,day,friday,2020-08-07 14:28:00,350
586824,morning,friday,2020-08-07 10:53:28,178
586517,day,thursday,2020-08-06 12:44:48,423
586477,morning,thursday,2020-08-06 10:20:15,409
586236,evening,wednesday,2020-08-05 18:07:37,481
586167,day,wednesday,2020-08-05 12:19:06,422
585931,day,tuesday,2020-08-04 17:42:13,455
585704,day,monday,2020-08-03 16:30:03,344
585659,day,monday,2020-08-03 15:18:55,376
585554,morning,monday,2020-08-03 11:19:59,1183
585224,day,sunday,2020-08-02 16:17:17,660
585155,day,sunday,2020-08-02 14:35:09,435
585125,day,sunday,2020-08-02 12:16:13,475
584979,evening,saturday,2020-08-01 19:14:20,317
584915,day,saturday,2020-08-01 16:30:02,443
584871,day,saturday,2020-08-01 15:06:04,894
584535,day,friday,2020-07-31 15:39:03,406
584386,evening,thursday,2020-07-30 23:03:55,321
584323,evening,thursday,2020-07-30 18:19:18,86
584305,day,thursday,2020-07-30 17:47:41,391
584181,morning,thursday,2020-07-30 11:05:15,223
584046,evening,wednesday,2020-07-29 19:05:40,404
583946,day,wednesday,2020-07-29 15:46:51,623
583800,morning,wednesday,2020-07-29 10:56:31,249
583646,day,tuesday,2020-07-28 17:26:19,480
583370,morning,monday,2020-07-27 11:08:53,199
583153,evening,sunday,2020-07-26 18:40:17,643
583050,day,sunday,2020-07-26 14:37:31,360
582979,day,sunday,2020-07-26 12:33:00,603
582866,day,saturday,2020-07-25 16:34:32,473
582811,day,saturday,2020-07-25 12:24:00,608
582583,evening,friday,2020-07-24 18:04:28,356
582567,day,friday,2020-07-24 17:35:54,557
582322,day,thursday,2020-07-23 17:46:29,315
582299,day,thursday,2020-07-23 16:58:47,305
582033,evening,wednesday,2020-07-22 21:51:46,281
582002,day,wednesday,2020-07-22 16:57:40,162
581944,morning,wednesday,2020-07-22 10:54:43,334
581714,day,monday,2020-07-20 16:03:35,481
581703,day,monday,2020-07-20 15:04:14,482
581535,day,sunday,2020-07-19 14:14:59,613
581326,day,saturday,2020-07-18 12:49:56,646
580976,day,friday,2020-07-17 12:27:00,563
580748,evening,thursday,2020-07-16 19:05:04,257
580680,day,thursday,2020-07-16 17:16:22,695
580551,day,thursday,2020-07-16 14:34:14,375
580473,day,thursday,2020-07-16 13:24:12,404
580251,day,wednesday,2020-07-15 17:43:02,429
580177,day,wednesday,2020-07-15 12:43:10,389
580055,evening,tuesday,2020-07-14 21:49:23,821
580038,evening,tuesday,2020-07-14 21:04:56,522
579507,evening,sunday,2020-07-12 18:08:29,447
579359,day,sunday,2020-07-12 13:52:21,1063
579116,evening,saturday,2020-07-11 18:20:25,321
579096,day,saturday,2020-07-11 17:15:48,595
579057,day,saturday,2020-07-11 15:59:02,527
578788,evening,friday,2020-07-10 22:38:32,325
578701,evening,friday,2020-07-10 19:31:59,1032
578661,day,friday,2020-07-10 17:01:25,687
578296,day,thursday,2020-07-09 12:47:09,238
577998,evening,wednesday,2020-07-08 21:00:22,186
577952,evening,wednesday,2020-07-08 20:12:52,584
577920,evening,wednesday,2020-07-08 19:19:04,1608
577668,evening,tuesday,2020-07-07 18:02:34,517
577344,day,monday,2020-07-06 14:07:09,400
576950,day,saturday,2020-07-04 12:48:21,614
576655,day,friday,2020-07-03 17:29:46,504
576597,day,friday,2020-07-03 16:04:20,493
576277,evening,thursday,2020-07-02 19:13:55,503
575943,day,thursday,2020-07-02 14:43:27,349
575810,evening,wednesday,2020-07-01 21:09:43,262
575602,morning,wednesday,2020-07-01 10:27:45,313
575389,evening,tuesday,2020-06-30 19:58:46,453
575369,evening,tuesday,2020-06-30 19:20:10,493
575119,evening,monday,2020-06-29 18:48:26,630
574771,day,sunday,2020-06-28 13:27:13,851
574407,day,saturday,2020-06-27 16:07:46,215
574353,day,saturday,2020-06-27 14:06:00,855
574331,day,saturday,2020-06-27 13:03:43,293
574133,evening,friday,2020-06-26 19:54:31,322
574092,evening,friday,2020-06-26 18:39:23,581
573783,evening,thursday,2020-06-25 19:30:53,447
573288,day,wednesday,2020-06-24 16:23:00,1232
573114,evening,tuesday,2020-06-23 20:28:04,707
572765,evening,monday,2020-06-22 22:25:51,412
572609,evening,monday,2020-06-22 19:15:15,241
572531,day,monday,2020-06-22 16:33:52,313
572500,day,monday,2020-06-22 15:57:32,1087
572131,morning,sunday,2020-06-21 10:02:46,1163
571898,day,saturday,2020-06-20 14:17:19,206
571543,evening,friday,2020-06-19 21:54:34,289
571404,day,friday,2020-06-19 17:43:11,336
571017,day,thursday,2020-06-18 15:44:46,507
570632,evening,wednesday,2020-06-17 20:25:02,212
570584,evening,wednesday,2020-06-17 19:30:35,674
570556,evening,wednesday,2020-06-17 18:43:59,602
570120,evening,tuesday,2020-06-16 22:04:59,1141
569895,day,tuesday,2020-06-16 15:53:00,1148
569628,evening,monday,2020-06-15 19:19:36,238
569606,evening,monday,2020-06-15 18:26:34,492
569423,day,monday,2020-06-15 12:14:55,286
568532,day,thursday,2020-06-11 17:04:08,598
567556,day,tuesday,2020-06-09 16:02:55,907
566753,evening,monday,2020-06-08 19:17:34,1116
566353,day,monday,2020-06-08 15:15:23,496
565726,day,sunday,2020-06-07 15:03:32,986
565405,morning,sunday,2020-06-07 08:16:40,354
564865,day,saturday,2020-06-06 14:57:48,263
564746,day,saturday,2020-06-06 13:32:27,319
564357,evening,friday,2020-06-05 19:36:26,501
563505,evening,thursday,2020-06-04 19:51:57,373
562783,evening,wednesday,2020-06-03 18:25:17,534
562108,evening,tuesday,2020-06-02 20:19:28,545
561721,day,tuesday,2020-06-02 14:26:22,596
561226,evening,monday,2020-06-01 19:08:55,572
555926,evening,wednesday,2020-05-27 21:08:20,578
555865,evening,wednesday,2020-05-27 20:55:44,347
555067,evening,tuesday,2020-05-26 20:58:30,253
554717,day,tuesday,2020-05-26 14:55:20,615
554079,evening,monday,2020-05-25 19:56:33,622
553948,evening,monday,2020-05-25 18:20:36,239
553052,day,sunday,2020-05-24 12:51:27,703
552284,day,saturday,2020-05-23 13:39:13,801
551603,evening,friday,2020-05-22 21:27:00,562
550229,evening,thursday,2020-05-21 20:02:53,427
549423,day,wednesday,2020-05-20 17:07:09,494
549225,day,wednesday,2020-05-20 15:02:18,432
548113,day,monday,2020-05-18 17:26:42,492
547255,day,sunday,2020-05-17 12:46:47,558
546329,day,saturday,2020-05-16 12:09:52,995
545815,day,friday,2020-05-15 14:11:44,753
544974,evening,thursday,2020-05-14 18:07:53,438
544369,evening,wednesday,2020-05-13 22:17:54,576
544048,evening,wednesday,2020-05-13 19:17:27,423
542255,day,tuesday,2020-05-12 14:02:27,876
541956,morning,tuesday,2020-05-12 10:46:25,1455
540749,evening,monday,2020-05-11 19:38:16,536
539432,day,sunday,2020-05-10 16:53:25,577
538395,evening,saturday,2020-05-09 21:41:25,326
537970,evening,saturday,2020-05-09 19:21:13,1188
537768,day,saturday,2020-05-09 17:27:26,1217
536790,morning,saturday,2020-05-09 08:30:21,1029
535026,morning,friday,2020-05-08 11:25:34,482
533223,day,thursday,2020-05-07 17:00:03,534
532806,day,thursday,2020-05-07 14:38:33,510
531528,day,wednesday,2020-05-06 14:02:01,476
531293,morning,wednesday,2020-05-06 11:23:56,880
530561,evening,tuesday,2020-05-05 19:45:40,569
528252,day,sunday,2020-05-03 15:48:41,400
526999,day,saturday,2020-05-02 16:46:48,678
526399,morning,saturday,2020-05-02 09:28:40,452
525644,evening,friday,2020-05-01 18:38:35,459
525547,day,friday,2020-05-01 17:53:04,498
525433,day,friday,2020-05-01 17:04:31,845
525002,morning,friday,2020-05-01 10:13:26,514
